,class,cap-shapenum,cap-surfacenum,cap-colornum,bruisesnum,odornum,gill-attachmentnum,gill-spacingnum,gill-sizenum,gill-colornum,stalk-shapenum,stalk-rootnum,stalk-surface-above-ringnum,stalk-surface-below-ringnum,stalk-color-above-ringnum,stalk-color-below-ringnum,veil-typenum,veil-colornum,ring-numbernum,ring-typenum,spore-print-colornum,populationnum,habitatnum,poison,edible
1176,e,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
1177,e,2,0,4,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,4,5,0,1
1178,e,5,0,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1179,e,2,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,4,0,1
1180,e,5,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,4,0,1
1181,e,5,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,1,0,1
1182,e,2,0,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1183,e,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
1184,e,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1,0,1
1185,e,2,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
1186,e,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1187,p,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5,1,0
1188,e,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1,0,1
1189,e,5,0,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1190,e,5,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1191,e,5,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
1192,e,5,0,2,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
1193,e,2,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4,0,1
1194,e,0,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
1195,p,5,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
1196,e,5,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
1197,e,0,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
1198,e,5,2,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
1199,e,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
1200,e,5,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
1201,e,5,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
1202,e,0,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
1203,e,2,2,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
1204,p,2,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1,1,0
1205,e,2,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
1206,e,2,0,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1207,p,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,5,1,0
1208,e,2,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1209,e,5,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1210,e,5,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1211,e,2,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1212,e,2,3,9,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,1,0,1
1213,e,5,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
1214,e,5,0,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1215,p,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1,1,0
1216,e,5,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
1217,e,2,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
1218,e,2,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
1219,e,2,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
1220,e,5,3,9,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,1,0,1
1221,e,5,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
1222,e,5,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
1223,e,2,0,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1224,e,2,2,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1225,e,5,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
1226,e,5,3,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
1227,e,5,0,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1228,p,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,1,1,0
1229,e,5,3,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,5,0,0,1
1230,e,5,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1231,p,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,1,1,0
1232,e,2,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1233,e,5,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
1234,e,2,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1235,e,2,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1236,e,2,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1237,e,2,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1238,e,5,2,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1239,e,5,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1240,p,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5,1,0
1241,e,5,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
1242,p,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
1243,p,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,5,1,0
1244,e,2,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1245,e,5,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1246,e,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
1247,e,5,2,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1248,e,2,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1249,e,2,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1250,e,5,3,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,5,0,0,1
1251,e,5,0,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,4,0,0,1
1252,e,2,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1253,p,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,1,1,0
1254,p,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1,1,0
1255,e,5,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1256,p,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1,1,0
1257,e,2,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1258,e,2,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1259,p,2,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,1,1,0
1260,p,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1,1,0
1261,p,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,1,1,0
1262,p,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
1263,e,5,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
1264,e,5,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
1265,e,2,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
1266,e,2,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1267,p,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5,1,0
1268,e,5,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
1269,e,5,3,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0,0,1
1270,e,2,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
1271,e,5,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
1272,p,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,1,1,0
1273,e,2,0,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1274,e,5,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
1275,p,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,5,1,0
1276,e,5,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1277,e,2,0,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1278,e,5,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
1279,e,2,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1,0,1
1280,e,0,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3,0,1
1281,e,5,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
1282,e,5,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1283,e,5,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1,0,1
1284,e,5,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1285,e,2,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
1286,p,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5,1,0
1287,e,2,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
1288,e,5,0,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
1289,e,2,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1290,e,5,0,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0,0,1
1291,e,5,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1292,e,5,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1293,p,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1,1,0
1294,p,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1,1,0
1295,e,5,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1296,e,5,0,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
1297,e,5,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1298,e,5,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,4,0,1
1299,e,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
1300,e,5,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
1301,e,5,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1302,e,2,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1303,e,5,0,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
1304,e,2,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1305,e,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1306,e,2,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1,0,1
1307,e,2,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1308,e,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
1309,e,2,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1310,e,2,0,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
1311,e,2,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1312,p,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1,1,0
1313,e,5,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1314,e,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
1315,e,2,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
1316,e,2,2,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1317,e,5,0,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
1318,e,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
1319,e,5,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
1320,e,2,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0,0,1
1321,p,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1,1,0
1322,e,2,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
1323,p,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,5,1,0
1324,e,5,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1325,e,2,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1326,e,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
1327,e,2,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
1328,e,5,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1329,e,2,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1330,e,5,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
1331,e,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1332,p,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,1,1,0
1333,e,2,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1334,e,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1335,e,5,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,5,0,0,1
1336,e,5,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1337,e,5,0,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0,0,1
1338,e,5,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
1339,e,2,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
1340,e,5,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1341,e,2,0,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1342,p,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,5,1,0
1343,e,2,0,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0,0,1
1344,e,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1345,e,2,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1346,p,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1,1,0
1347,e,5,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1348,e,5,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0,0,1
1349,e,5,3,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
1350,e,5,3,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,4,0,0,1
1351,e,2,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
1352,e,2,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
1353,e,2,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1354,e,5,2,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
1355,e,2,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
1356,e,5,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1357,e,2,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1358,e,2,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1359,e,2,2,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
1360,e,2,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1361,p,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5,1,0
1362,e,2,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1363,e,2,2,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1364,e,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1365,e,2,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
1366,e,5,0,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1367,e,2,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
1368,e,5,0,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0,0,1
1369,e,2,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1370,e,2,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1371,e,5,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
1372,e,5,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1373,e,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1,0,1
1374,p,5,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
1375,p,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1,1,0
1376,e,2,0,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1377,e,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
1378,p,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
1379,e,2,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1380,p,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5,1,0
1381,e,2,2,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
1382,p,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5,1,0
1383,e,2,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1384,e,2,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
1385,e,5,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1386,e,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1387,e,5,0,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
1388,e,5,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0,0,1
1389,e,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1390,e,5,0,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,5,0,0,1
1391,e,5,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1392,e,2,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
1393,e,5,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
1394,e,2,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1395,e,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,5,0,0,1
1396,e,5,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1397,e,5,2,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
1398,e,2,2,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1399,p,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1,1,0
1400,e,2,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1401,e,2,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,1,0,1
1402,e,5,0,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0,0,1
1403,e,2,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
1404,e,5,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1405,p,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5,1,0
1406,e,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
1407,e,5,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1408,e,2,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
1409,e,2,2,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1410,e,5,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1411,e,2,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1412,e,2,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
1413,e,5,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1414,e,2,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1415,e,2,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1416,e,5,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
1417,e,5,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1418,e,5,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
1419,e,2,2,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1420,p,5,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,5,1,0
1421,e,5,2,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
1422,e,5,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
1423,e,2,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1424,e,5,2,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1425,e,2,0,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
1426,e,2,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
1427,e,5,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1428,e,2,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,4,0,1
1429,p,2,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5,1,0
1430,e,5,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1431,e,5,0,4,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0,0,1
1432,p,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
1433,p,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,5,1,0
1434,p,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5,1,0
1435,e,5,0,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0,0,1
